LineageTaxIDs,Lineage,Organism,Phylum,Class,Order,Family,Genus,Predictors,Replicon,nuoA,nuoB,nuoC,nuoD,nuoE,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,nuoN,TotalSubunits
1331910,Thermogutta terrifontis,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,Thermogutta,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1960083,Actinomyces gaoshouyii,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
482462,Mycobacterium dioxanotrophicus,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
482462,Mycobacterium dioxanotrophicus,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1848255,Actinobacteria bacterium IMCC25003,Bacteria,Actinomycetota,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1848754,Actinobacteria bacterium IMCC19121,Bacteria,Actinomycetota,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1848755,Actinobacteria bacterium IMCC26077,Bacteria,Actinomycetota,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1967781,Rhizobium esperanzae,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1967781,Rhizobium esperanzae,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,0,1,0,1,0,1,0,1,1,6
1848756,Actinobacteria bacterium IMCC26103,Bacteria,Actinomycetota,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
182773,Clostridium isatidis,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,0,0,0,0,5
2071627,Plantactinospora sp. BB1,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Plantactinospora,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
3041619,Arsenophonus sp. aPb,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
187491,Corynebacterium glaucum,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7
698828,Kushneria konosiri,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1884634,Candidatus Nanopelagicus limnes,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1884915,Candidatus Nanopelagicus hibericus,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1884916,Candidatus Nanopelagicus abundans,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
573600,Candidatus Planktophila limnetica,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1915309,Silvanigrella aquatica,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
3032586,Zobellia alginiliquefaciens,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
929813,Gibbsiella quercinecans,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Gibbsiella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
264691,Trichormus variabilis,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Trichormus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
264691,Trichormus variabilis,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Trichormus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
264691,Trichormus variabilis,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Trichormus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3
1979527,Corynebacterium kefirresidentii,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7
1510570,Rahnella victoriana,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1510570,Rahnella victoriana,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,1,1,1,0,0,1,5
1848904,Capnocytophaga stomatis,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4
1763535,Hydrogenophaga crassostreae,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2026799,Verrucomicrobiota bacterium,Bacteria,Verrucomicrobiota,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4
1769779,Microbulbifer aggregans,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1898474,Macrococcus sp. IME1552,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,0,1,1,1,1,6
2026739,Euryarchaeota archaeon,Archaea,Euryarchaeota,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
368607,Janthinobacterium svalbardensis,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2479367,Buttiauxella sp. 3AFRM03,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2944128,Jatrophihabitans sp. SB3-54,Bacteria,Actinomycetota,Actinomycetes,Jatrophihabitantales,Jatrophihabitantaceae,Jatrophihabitans,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1798205,Cohaesibacter sp. ES.047,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Cohaesibacteraceae,Cohaesibacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1945892,Spirosomataceae bacterium TFI 002,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1935446,Photobacterium toruni,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,1,1,1,0,1,1,1,1,1,0,1,1,1,11
1884913,Candidatus Planktophila lacus,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1931275,Neisseria dumasiana,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1884914,Candidatus Planktophila dulcis,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1884904,Candidatus Planktophila sulfonica,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1884905,Candidatus Planktophila versatilis,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1884907,Candidatus Planktophila vernalis,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1111760,Streptococcus troglodytae,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,COGs+HMMER,chromosome,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1850238,Rhizorhabdus dicambivorans,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1850238,Rhizorhabdus dicambivorans,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4
2033435,Rhodobacteraceae bacterium QY30,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2033435,Rhodobacteraceae bacterium QY30,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,,OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3
1940789,Lactococcus petauri,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,0,1,0,0,0,5
1333996,Variibacter gotjawalensis,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Variibacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1500254,Aneurinibacillus soli,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13
1675686,Sulfurifustis variabilis,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1550579,Mucilaginibacter gotjawali,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1807358,Stanieria sp. NIES-3757,Bacteria,Cyanobacteriota,Cyanophyceae,Pleurocapsales,Dermocarpellaceae,Stanieria,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
708131,Aurantimicrobium minutum,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Aurantimicrobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,0,1,0,1,0,1,0,1,1,6
1620215,Sulfuricaulis limicola,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfuricaulis,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1725232,Candidatus Desulfovibrio trichonymphae,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,1,1,1,0,1,1,1,1,1,1,1,1,1,12
1630141,Candidatus Nitrosoglobus terrae,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus Nitrosoglobus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1717717,Labilibaculum antarcticum,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Marinifilaceae,Labilibaculum,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,1,1,0,1,1,1,1,1,0,0,1,1,1,10
722731,Mycobacterium shigaense,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1520670,[Mycobacterium] stephanolepidis,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
109266,Anabaenopsis circularis,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Anabaenopsis,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
938406,Calothrix brevissima,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13
2060726,Neorhizobium sp. SOG26,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Neorhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2060726,Neorhizobium sp. SOG26,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Neorhizobium,COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,1,1,1,1,0,1,6
242600,Ichthyobacterium seriolicida,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Ichthyobacteriaceae,Ichthyobacterium,OurProteins+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
1973486,Calothrix parasitica,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
136073,Dolichospermum compactum,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
457083,Tolypothrix tenuis,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
457083,Tolypothrix tenuis,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2005460,Chondrocystis sp. NIES-4102,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Chondrocystis,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13
2005460,Chondrocystis sp. NIES-4102,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Chondrocystis,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
289435,Sphaerospermopsis kisseleviana,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Sphaerospermopsis,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1927128,Candidatus Enterovibrio luxaltus,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,OurProteins+HMMER; COGs+HMMER,chromosome,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
1172565,Lonsdalea populi,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Lonsdalea,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1082704,Lonsdalea britannica,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Lonsdalea,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
447588,Dechloromonas sp. A34,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1913988,Alphaproteobacteria bacterium,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1871037,Flavobacteriaceae bacterium,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2030880,SAR86 cluster bacterium,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,0,0,1,1,1,0,0,1,6
2026760,Candidatus Marinimicrobia bacterium,Bacteria,Candidatus Marinimicrobia,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1904441,Paracoccaceae bacterium,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1904441,Paracoccaceae bacterium,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,1,1,0,1,1,1,1,0,1,8
1913989,Gammaproteobacteria bacterium,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2030927,Bacteroidales bacterium,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2026780,Planctomycetota bacterium,Bacteria,Planctomycetota,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2021391,Flavobacteriales bacterium,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2026734,Dehalococcoidia bacterium,Bacteria,Chloroflexota,Dehalococcoidia,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2030810,Candidatus Kaiserbacteria bacterium,Bacteria,Candidatus Kaiserbacteria,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,1,1,1,1,0,1,1,0,1,1,1,1,1,11
1869227,bacterium,Bacteria,,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2026796,Thiotrichales bacterium,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2026785,Rhodobiaceae bacterium,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhodobiaceae,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2030811,Candidatus Peregrinibacteria bacterium,Bacteria,Candidatus Peregrinibacteria,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,0,0,0,1,6
2030800,Elusimicrobiota bacterium,Bacteria,Elusimicrobiota,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1977087,Pseudomonadota bacterium,Bacteria,Pseudomonadota,,,,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2030816,Methylophilaceae bacterium,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1331682,Brachybacterium ginsengisoli,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7
1580596,Phaeobacter piscinae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1580596,Phaeobacter piscinae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,0,1,1,1,1,5
1852373,Murdochiella vaginalis,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Murdochiella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,0,0,1,7
2952228,Desulfomicrobium sp. ZS1,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,1,1,0,1,1,1,1,1,1,1,1,1,1,12
2812648,Methylococcus sp. EFPC2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13
2812648,Methylococcus sp. EFPC2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,1,0,0,1,0,0,0,0,1,4
214473,Staphylococcus nepalensis,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,1,0,1,1,1,1,1,1,8
214473,Staphylococcus nepalensis,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
